,Recommended Mapping Category,Relevancy Label,refSource,Unnamed: 4,category,label,targetType,adword,mappingModality,version,targetLabel,score,version.1
10201,,N,imagenet,,other,pencil box,inclusion,Style & Fashion||Nail Care,text+video,1,Style & Fashion||Nail Care,0.53709423,1
10202,,L,openimage,,321,Pencil case,inclusion,Style & Fashion||Makeup and Accessories,text+video,1,Style & Fashion||Makeup and Accessories,0.582103075,1
10203,,N,openimage,,321,Pencil case,inclusion,Style & Fashion||Nail Care,text+video,1,Style & Fashion||Nail Care,0.521716759,1
10204,,N,imagenet,,tool,pencil sharpener,inclusion,Automotive||Green Vehicles,text+video,1,Automotive||Green Vehicles,0.38798213200000004,1
10205,,N,imagenet,,tool,pencil sharpener,inclusion,Home & Garden|Remodeling & Construction,text+video,1,Home & Garden|Remodeling & Construction,0.517954743,1
10206,,L,imagenet,,tool,pencil sharpener,inclusion,Style & Fashion||Makeup and Accessories,text+video,1,Style & Fashion||Makeup and Accessories,0.51132481,1
10207,,L,openimage,,159,Pencil sharpener,inclusion,Style & Fashion||Makeup and Accessories,text+video,1,Style & Fashion||Makeup and Accessories,0.556563672,1
10208,,N,imagenet,,tool,pencil sharpener,inclusion,Style & Fashion||Nail Care,text+video,1,Style & Fashion||Nail Care,0.55630479,1
10209,,H,openimage,,OID,Penguin,inclusion,Events and Attractions|Zoos & Aquariums,text+video,1,Events and Attractions|Zoos & Aquariums,0.412007605,1
10210,,H,openimage,,OID,Penguin,inclusion,Travel||Polar Travel,text+video,1,Travel||Polar Travel,1.0,1
10211,,H,audio,,,Percussion,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.790400106,2
10212,,H,Places2,,arena,performance,inclusion,Business and Finance|Industries|Financial Industry,text+video,2,Business and Finance||Financial Industry,0.7110125709999999,2
10213,,H,Places2,,arena,performance,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.7695659690000001,2
10214,,H,Places2,,arena,performance,inclusion,Events and Attractions|Concerts & Music Events,text+video,2,Events and Attractions|Concerts & Music Events,0.742983258,2
10215,,N,Places2,,arena,performance,inclusion,Events and Attractions|Awards Shows,text+video,2,Events and Attractions|Awards Shows,0.6892615959999999,2
10216,,N,imagenet,,other,perfume,inclusion,Automotive,text+video,1,Automotive,0.394827704,1
10217,,N,imagenet,,other,perfume,inclusion,Books and Literature,text+video,1,Books and Literature,0.40417880899999997,1
10218,,N,imagenet,,other,perfume,inclusion,Business and Finance||Automotive Industry,text+video,1,Business and Finance||Automotive Industry,0.405581975,1
10219,,N,imagenet,,other,perfume,inclusion,Business and Finance||Technology Industry,text+video,1,Business and Finance||Technology Industry,0.530857909,1
10220,,N,imagenet,,other,perfume,inclusion,Food & Drink|Dining Out,text+video,1,Food & Drink|Dining Out,0.389428065,1
10221,,N,openimage,,OID,Perfume,inclusion,Home & Garden|Home Entertaining,text+video,1,Home & Garden|Home Entertaining,0.392013901,1
10222,,N,imagenet,,other,perfume,inclusion,Home & Garden|Smart Home,text+video,1,Home & Garden|Smart Home,0.48277079799999995,1
10223,,H,openimage,,592,Perfume,inclusion,Style & Fashion||Deodorant and Antiperspirant,text+video,2,Style & Fashion||Deodorant and Antiperspirant,0.707244986,"1,2"
10224,,H,imagenet,,other,perfume,inclusion,Style & Fashion||Deodorant and Antiperspirant,text+video,1,Style & Fashion||Deodorant and Antiperspirant,0.576465318,1
10225,,H,openimage,,592,Perfume,inclusion,Style & Fashion||Perfume and Fragrance,text+video,2,Style & Fashion||Perfume and Fragrance,0.9438075340000001,"1,2"
10226,,H,imagenet,,other,perfume,inclusion,Style & Fashion||Perfume and Fragrance,text+video,1,Style & Fashion||Perfume and Fragrance,1.0,1
10227,,N,imagenet,,other,perfume,inclusion,Family and Relationships|Dating,text+video,1,Family and Relationships|Dating,0.38662744299999996,1
10228,,H,imagenet,,cat,Persian cat,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.863982019,"1,2"
10229,,N,coco,,1,Person,inclusion,Automotive|||Individual Brands,text+video,1,Automotive|||Individual Brands,0.644697428,1
10230,,L,coco,,,Person,inclusion,Family and Relationships|Single Life,text+video,2,Family and Relationships|Single Life,0.7461556779999999,2
10231,,L,coco,,,Person,inclusion,Healthy Living,text+video,2,Healthy Living,0.71108173,2
10232,,N,openimage,,,Person,inclusion,Family and Relationships|Single Life,text+video,2,Family and Relationships|Single Life,0.7461556779999999,2
10233,,N,openimage,,,Person,inclusion,Healthy Living,text+video,2,Healthy Living,0.71108173,2
10234,,N,openimage,,192,Personal care,inclusion,Automotive|||Individual Brands,text+video,1,Automotive|||Individual Brands,0.6225597860000001,1
10235,,N,openimage,,192,Personal care,inclusion,Business and Finance||Healthcare Industry,text+video,2,Business and Finance||Healthcare Industry,0.7766638440000001,"1,2"
10236,,N,openimage,,192,Personal care,inclusion,Events and Attractions|Personal Celebrations & Life Events,text+video,2,Events and Attractions|Personal Celebrations & Life Events,0.8009843809999999,"1,2"
10237,,N,openimage,,OID,Personal care,inclusion,Food & Drink|Non-Alcoholic Beverages,text+video,1,Food & Drink|Non-Alcoholic Beverages,0.388225014,1
10238,,N,openimage,,OID,Personal care,inclusion,Style & Fashion||Perfume and Fragrance,text+video,1,Style & Fashion||Perfume and Fragrance,0.38844323299999994,1
10239,,N,openimage,,OID,Personal care,inclusion,Style & Fashion||Shaving,text+video,1,Style & Fashion||Shaving,0.39811138100000004,1
10240,,L,openimage,,192,Personal care,inclusion,Family and Relationships|Single Life,text+video,2,Family and Relationships|Single Life,0.767846804,"1,2"
10241,,N,openimage,,192,Personal care,inclusion,Medical Health,text+video,2,Medical Health,0.8409804359999999,"1,2"
10242,,N,openimage,,,Personal care,inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.731762377,2
10243,,N,openimage,,,Personal care,inclusion,Business and Finance,text+video,2,Business and Finance,0.778390241,2
10244,,N,openimage,,,Personal care,inclusion,Business and Finance|Industries|Education industry,text+video,2,Business and Finance||Education industry,0.753924487,2
10245,,N,openimage,,,Personal care,inclusion,Business and Finance|Industries|Financial Industry,text+video,2,Business and Finance||Financial Industry,0.7445843109999999,2
10246,,N,openimage,,,Personal care,inclusion,Business and Finance|Industries|Logistics and Transportation Industry,text+video,2,Business and Finance||Logistics and Transportation Industry,0.724083805,2
10247,,N,openimage,,,Personal care,inclusion,Education,text+video,2,Education,0.746552386,2
10248,,N,openimage,,,Personal care,inclusion,Education|College Education,text+video,2,Education|College Education,0.7248610679999999,2
10249,,N,openimage,,,Personal care,inclusion,Education|Primary Education,text+video,2,Education|Primary Education,0.772397588,2
10250,,N,openimage,,,Personal care,inclusion,Family and Relationships,text+video,2,Family and Relationships,0.793440458,2
10251,,N,openimage,,,Personal care,inclusion,Family and Relationships|Parenting|Daycare and Pre-School,text+video,2,Family and Relationships||Daycare and Pre-School,0.7625225409999999,2
10252,,H,openimage,,,Personal care,inclusion,Healthy Living,text+video,2,Healthy Living,0.7571345909999999,2
10253,,H,openimage,,,Personal care,inclusion,Healthy Living|Fitness and Exercise,text+video,2,Healthy Living|Fitness and Exercise,0.743363043,2
10254,,H,openimage,,,Personal care,inclusion,Healthy Living|Wellness,text+video,2,Healthy Living|Wellness,0.741729819,2
10255,,H,openimage,,,Personal care,inclusion,Hobbies & Interests,text+video,2,Hobbies & Interests,0.7165510890000001,2
10256,,N,openimage,,,Personal care,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.765969406,2
10257,,N,openimage,,,Personal care,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.72561442,2
10258,,N,openimage,,,Personal care,inclusion,Home & Garden|Home Improvement,text+video,2,Home & Garden|Home Improvement,0.771134047,2
10259,,N,openimage,,,Personal care,inclusion,Home & Garden|Home Security,text+video,2,Home & Garden|Home Security,0.769186555,2
10260,,N,openimage,,,Personal care,inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.7244405829999999,2
10261,,N,openimage,,,Personal care,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.743148675,2
10262,,H,openimage,,,Personal care,inclusion,Style & Fashion|Beauty|Hair Care,text+video,2,Style & Fashion||Hair Care,0.8287135409999999,2
10263,,L,openimage,,,Personal care,inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.7223418140000001,2
10264,,H,openimage,,,Personal care,inclusion,Style & Fashion|Beauty|Nail Care,text+video,2,Style & Fashion||Nail Care,0.8290420009999999,2
10265,,N,openimage,,,Personal care,inclusion,Style & Fashion|Women's Fashion|Women's Accessories|Women's Jewelry and Watches,text+video,2,Style & Fashion|||Women's Jewelry and Watches,0.731313421,2
10266,,N,openimage,,,Personal care,inclusion,Style & Fashion|Women's Fashion|Women's Clothing,text+video,2,Style & Fashion||Women's Clothing,0.729720825,2
10267,,N,openimage,,,Personal care,inclusion,Style & Fashion|Women's Fashion|Women's Clothing|Women's Formal Wear,text+video,2,Style & Fashion|||Women's Formal Wear,0.738166751,2
10268,,N,openimage,,,Personal care,inclusion,Style & Fashion|Men's Fashion|Men's Clothing,text+video,2,Style & Fashion||Men's Clothing,0.720288107,2
10269,,N,openimage,,,Personal care,inclusion,Style & Fashion|Men's Fashion|Men's Clothing|Men's Formal Wear,text+video,2,Style & Fashion|||Men's Formal Wear,0.72995999,2
10270,,H,openimage,,,Personal care,inclusion,Style & Fashion|Personal Care|Oral care,text+video,2,Style & Fashion||Oral care,0.8235720959999999,2
10271,,N,openimage,,,Personal care,inclusion,Family and Relationships|Parenting,text+video,2,Family and Relationships|Parenting,0.68246446,2
10272,,H,openimage,,,Personal care,inclusion,Religion & Spirituality,text+video,2,Religion & Spirituality,0.664135646,2
10273,,L,Places2,,,pet_shop,inclusion,Business and Finance||Retail Industry,text+video,1,Business and Finance||Retail Industry,0.678458722,1
10274,,L,Places2,,,pet_shop,inclusion,Real Estate|Retail Property,text+video,1,Real Estate|Retail Property,0.697730715,1
10275,,L,Places2,,,pet_shop,inclusion,Business and Finance|Industries|Food Industry,text+video,2,Business and Finance||Food Industry,0.7308101090000001,2
10276,,L,Places2,,,pet_shop,inclusion,Events and Attractions|Malls & Shopping Centers,text+video,2,Events and Attractions|Malls & Shopping Centers,0.7303909000000001,2
10277,,N,Places2,,,pet_shop,inclusion,Family and Relationships|Parenting|Daycare and Pre-School,text+video,2,Family and Relationships||Daycare and Pre-School,0.715397253,2
10278,,L,Places2,,,pet_shop,inclusion,Food & Drink,text+video,2,Food & Drink,0.71421328,2
10279,,N,Places2,,,pet_shop,inclusion,Home & Garden,text+video,2,Home & Garden,0.745956615,2
10280,,N,Places2,,,pet_shop,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.733138411,2
10281,,N,Places2,,,pet_shop,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.713683745,2
10282,,H,Places2,,,pet_shop,inclusion,Pets,text+video,2,Pets,0.8223830240000001,2
10283,,H,Places2,,,pet_shop,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.74728837,2
10284,,H,Places2,,,pet_shop,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.7676140359999999,2
10285,,H,Places2,,,pet_shop,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.7292607059999999,2
10286,,H,Places2,,,pet_shop,inclusion,Shopping,text+video,2,Shopping,0.769141165,2
10287,,N,Places2,,,pet_shop,inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.783125142,2
10288,,N,Places2,,,pet_shop,inclusion,Shopping|Grocery Shopping,text+video,2,Shopping|Grocery Shopping,0.7882169109999999,2
10289,,N,Places2,,,pet_shop,inclusion,Shopping|Holiday Shopping,text+video,2,Shopping|Holiday Shopping,0.7568275320000001,2
10290,,N,Places2,,,pet_shop,inclusion,Shopping|Household Supplies,text+video,2,Shopping|Household Supplies,0.7536354690000001,2
10291,,N,Places2,,,pet_shop,inclusion,Shopping|Children's Games and Toys,text+video,2,Shopping|Children's Games and Toys,0.730915579,2
10292,,N,Places2,,,pet_shop,inclusion,Style & Fashion|Beauty|Hair Care,text+video,2,Style & Fashion||Hair Care,0.733858844,2
10293,,N,Places2,,,pet_shop,inclusion,Style & Fashion|Beauty|Makeup and Accessories,text+video,2,Style & Fashion||Makeup and Accessories,0.736110532,2
10294,,N,Places2,,,pet_shop,inclusion,Style & Fashion|Beauty|Nail Care,text+video,2,Style & Fashion||Nail Care,0.743543079,2
10295,,N,Places2,,,pet_shop,inclusion,Style & Fashion|Women's Fashion|Women's Accessories|Women's Jewelry and Watches,text+video,2,Style & Fashion|||Women's Jewelry and Watches,0.711507618,2
10296,,H,Places2,,,pet_shop,inclusion,Travel|Travel Accessories,text+video,2,Travel|Travel Accessories,0.7549306029999999,2
10297,,N,imagenet,,lab equipment,Petri dish,inclusion,Food & Drink|Desserts and Baking,text+video,1,Food & Drink|Desserts and Baking,0.381675151,1
10298,,H,imagenet,,lab equipment,Petri dish,inclusion,Science,text+video,1,Science,0.697440501,1
10299,,H,action,,,petting cat,inclusion,Pets,text+video,2,Pets,0.779607532,2
10300,,H,action,,,petting cat,inclusion,Pets|Cats,text+video,2,Pets|Cats,0.8335954990000001,2
10301,,N,action,,,petting cat,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.794419753,2
10302,,N,action,,,petting cat,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.736300728,2
10303,,H,Places2,,,pharmacy,inclusion,Medical Health,text+video,2,Medical Health,0.760002553,"1,2"
10304,,H,Places2,,,pharmacy,inclusion,Style & Fashion|Personal Care|Oral care,text+video,2,Style & Fashion||Oral care,0.710979281,2
10305,,N,Places2,,,phone_booth,inclusion,Technology & Computing|Consumer Electronics|Smartphones,text+video,2,Technology & Computing||Smartphones,0.623403736,2
10306,,N,imagenet,,electronics,photocopier,inclusion,Home & Garden|Remodeling & Construction,text+video,1,Home & Garden|Remodeling & Construction,0.546965477,1
10307,,N,Places2,,,physics_laboratory,inclusion,Automotive|Auto Parts,text+video,1,Automotive|Auto Parts,0.625916381,1
10308,,L,Places2,,,physics_laboratory,inclusion,Business and Finance,text+video,1,Business and Finance,0.426759369,1
10309,,H,Places2,,,physics_laboratory,inclusion,Science,text+video,2,Science,0.840131297,"1,2"
10310,,L,Places2,,,physics_laboratory,inclusion,Technology & Computing||Cameras and Camcorders,text+video,1,Technology & Computing||Cameras and Camcorders,0.383869239,1
10311,,H,Places2,,,physics_laboratory,inclusion,Science|Space and Astronomy,text+video,2,Science|Space and Astronomy,0.7523795240000001,2
10312,,H,audio,,,Piano,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.789951416,"1,2"
10313,,H,audio,,,Piano,inclusion,Music and Audio,text+video,2,Music and Audio,0.733251998,2
10314,,H,openimage,,,Piano,inclusion,Hobbies & Interests|Musical Instruments,text+video,2,Hobbies & Interests|Musical Instruments,0.789951416,2
10315,,H,openimage,,,Piano,inclusion,Music and Audio,text+video,2,Music and Audio,0.733251998,2
10316,,N,imagenet,,instrument,pick,inclusion,Business and Finance||Apparel Industry,text+video,1,Business and Finance||Apparel Industry,0.49601473100000004,1
10317,,L,imagenet,,instrument,pick,inclusion,Events and Attractions|Comedy Events,text+video,1,Events and Attractions|Comedy Events,0.42922165799999995,1
10318,,N,imagenet,,instrument,pick,inclusion,Pets,text+video,1,Pets,0.38485604799999995,1
10319,,N,imagenet,,instrument,pick,inclusion,Religion & Spirituality,text+video,1,Religion & Spirituality,0.409023786,1
10320,,N,imagenet,,instrument,pick,inclusion,Healthy Living,text+video,1,Healthy Living,0.511662568,1
10321,,N,imagenet,,fence,picket fence,inclusion,Business and Finance||Entertainment Industry,text+video,1,Business and Finance||Entertainment Industry,0.449113924,1
10322,,N,imagenet,,fence,picket fence,inclusion,Events and Attractions|Museums & Galleries,text+video,1,Events and Attractions|Museums & Galleries,0.422612941,1
10323,,H,imagenet,,fence,picket fence,inclusion,Home & Garden,text+video,1,Home & Garden,0.48742656100000004,1
10324,,H,imagenet,,fence,picket fence,inclusion,Home & Garden|Home Improvement,text+video,1,Home & Garden|Home Improvement,0.381756559,1
10325,,N,imagenet,,fence,picket fence,inclusion,Music and Audio,text+video,1,Music and Audio,0.399872496,1
10326,,N,imagenet,,fence,picket fence,inclusion,Real Estate,text+video,1,Real Estate,0.44430997899999997,1
10327,,H,imagenet,,fence,picket fence,inclusion,Real Estate|Houses,text+video,1,Real Estate|Houses,0.38341323200000005,1
10328,,L,action,,,picking fruit,inclusion,Food & Drink,text+video,2,Food & Drink,0.746322941,2
10329,,N,action,,,picking fruit,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.76355154,2
10330,,N,action,,,picking fruit,inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.7256240890000001,2
10331,,H,imagenet,,vehicle,pickup,inclusion,Automotive,text+video,1,Automotive,0.835344482,1
10332,,H,imagenet,,vehicle,pickup,inclusion,Automotive||Commercial Trucks,text+video,1,Automotive||Commercial Trucks,0.376344292,1
10333,,L,imagenet,,vehicle,pickup,inclusion,Automotive||Coupe,text+video,1,Automotive||Coupe,0.38139227200000003,1
10334,,H,imagenet,,vehicle,pickup,inclusion,Automotive||Pickup Trucks,text+video,1,Automotive||Pickup Trucks,0.932281899,1
10335,,H,imagenet,,vehicle,pickup,inclusion,Automotive||SUV,text+video,1,Automotive||SUV,0.379269146,1
10336,,H,imagenet,,vehicle,pickup,inclusion,Automotive|Auto Body Styles,text+video,1,Automotive|Auto Body Styles,0.833792506,1
10337,,H,openimage,,395,Picnic basket,inclusion,Travel||Camping,text+video,2,Travel||Camping,0.7280805779999999,"1,2"
10338,,L,openimage,,,Picnic basket,inclusion,Food & Drink|Barbecues and Grilling,text+video,2,Food & Drink|Barbecues and Grilling,0.7158659959999999,2
10339,,L,openimage,,,Picnic basket,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.7393356809999999,2
10340,,N,openimage,,,Picnic basket,inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.734803667,2
10341,,N,Places2,,,picnic_area,inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.71237504,2
10342,,L,Places2,,,picnic_area,inclusion,Events and Attractions,text+video,2,Events and Attractions,0.74386883,2
10343,,H,Places2,,,picnic_area,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.7928691990000001,2
10344,,H,Places2,,,picnic_area,inclusion,Events and Attractions|Parks & Nature,text+video,2,Events and Attractions|Parks & Nature,0.7346719829999999,2
10345,,N,Places2,,,picnic_area,inclusion,Events and Attractions|Theater Venues and Events,text+video,2,Events and Attractions|Theater Venues and Events,0.7288926020000001,2
10346,,H,Places2,,,picnic_area,inclusion,Food & Drink|Barbecues and Grilling,text+video,2,Food & Drink|Barbecues and Grilling,0.7354191240000001,2
10347,,H,Places2,,,picnic_area,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.7932466509999999,2
10348,,N,Places2,,,picnic_area,inclusion,Home & Garden,text+video,2,Home & Garden,0.7484371459999999,2
10349,,L,Places2,,,picnic_area,inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.7221941959999999,2
10350,,N,Places2,,,picnic_area,inclusion,Travel|Travel Type|Beach Travel,text+video,2,Travel||Beach Travel,0.74684637,2
10351,,N,Places2,,,picnic_area,inclusion,Travel|Travel Type|Camping,text+video,2,Travel||Camping,0.767809269,2
10352,,H,openimage,,OID,Picture frame,inclusion,Events and Attractions|Museums & Galleries,text+video,1,Events and Attractions|Museums & Galleries,0.476440026,1
10353,,H,openimage,,OID,Picture frame,inclusion,Fine Art,text+video,2,Fine Art,0.732191557,"1,2"
10354,,N,openimage,,OID,Picture frame,inclusion,Food & Drink,text+video,1,Food & Drink,0.402630417,1
10355,,L,openimage,,OID,Picture frame,inclusion,Hobbies & Interests||Board Games and Puzzles,text+video,1,Hobbies & Interests||Board Games and Puzzles,0.43493175100000003,1
10356,,L,openimage,,OID,Picture frame,inclusion,Hobbies & Interests||Card Games,text+video,1,Hobbies & Interests||Card Games,0.495803746,1
10357,,N,openimage,,366,Picture frame,inclusion,Technology & Computing||Cameras and Camcorders,text+video,1,Technology & Computing||Cameras and Camcorders,0.538873115,1
10358,,N,openimage,,OID,Picture frame,inclusion,Technology & Computing||Laptops,text+video,1,Technology & Computing||Laptops,0.413328476,1
10359,,N,openimage,,OID,Picture frame,inclusion,Technology & Computing||Tablets and E-readers,text+video,1,Technology & Computing||Tablets and E-readers,0.436310598,1
10360,,N,openimage,,OID,Picture frame,inclusion,Television,text+video,1,Television,0.463260744,1
10361,,N,openimage,,,Picture frame,inclusion,Automotive|Auto Body Styles,text+video,2,Automotive|Auto Body Styles,0.7186776979999999,2
10362,,H,imagenet,,outdoor scene,pier,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.811804968,"1,2"
10363,,H,imagenet,,outdoor scene,pier,inclusion,Travel||Beach Travel,text+video,2,Travel||Beach Travel,0.7617191759999999,"1,2"
10364,,N,imagenet,,outdoor scene,pier,inclusion,Travel||North America Travel,text+video,1,Travel||North America Travel,0.686939891,1
10365,,N,Places2,,,pier,inclusion,Family and Relationships|Single Life,text+video,1,Family and Relationships|Single Life,0.405194716,1
10366,,H,openimage,,OID,Pig,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.7235590890000001,"1,2"
10367,,N,audio,,,Pig,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.7168164229999999,2
10368,,H,audio,,,Pig,inclusion,Pets|Large Animals,text+video,2,Pets|Large Animals,0.7235590890000001,2
10369,,N,openimage,,,Pig,inclusion,Pets|Dogs,text+video,2,Pets|Dogs,0.7168164229999999,2
10370,,L,audio,,,"Pigeon, dove",inclusion,Pets|Birds,text+video,2,Pets|Birds,0.751688754,2
10371,,N,imagenet,,decor,piggy bank,inclusion,Business and Finance||Financial Industry,text+video,1,Business and Finance||Financial Industry,0.783548778,1
10372,,H,imagenet,,decor,piggy bank,inclusion,Education|College Education,text+video,1,Education|College Education,0.436121336,1
10373,,H,imagenet,,decor,piggy bank,inclusion,Events and Attractions||Birthday,text+video,1,Events and Attractions||Birthday,0.390914145,1
10374,,H,imagenet,,decor,piggy bank,inclusion,Shopping,text+video,1,Shopping,0.666283876,1
10375,,L,imagenet,,container,pill bottle,inclusion,Style & Fashion||Nail Care,text+video,1,Style & Fashion||Nail Care,0.40835325299999997,1
10376,,H,imagenet,,container,pill bottle,inclusion,Style & Fashion||Oral care,text+video,1,Style & Fashion||Oral care,0.427965319,1
10377,,H,imagenet,,container,pill bottle,inclusion,Medical Health,text+video,1,Medical Health,0.427492078,1
10378,,H,imagenet,,decor,pillow,inclusion,Travel||Camping,text+video,1,Travel||Camping,0.5830708729999999,1
10379,,H,openimage,,220,Pillow,inclusion,Travel|Travel Accessories,text+video,1,Travel|Travel Accessories,0.550752823,1
10380,,L,openimage,,,Pineapple,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.7155740140000001,2
10381,,N,imagenet,,ball,ping-pong ball,inclusion,Education|Primary Education,text+video,1,Education|Primary Education,0.39293695799999995,1
10382,Sports,H,imagenet,,ball,ping-pong ball,inclusion,Healthy Living|Wellness,text+video,1,Healthy Living|Wellness,0.508421989,1
10383,,N,audio,,,Pink noise,inclusion,Automotive||Green Vehicles,text+video,1,Automotive||Green Vehicles,0.584705457,1
10384,,H,imagenet,,toy,pinwheel,inclusion,Events and Attractions||Birthday,text+video,1,Events and Attractions||Birthday,0.42577105299999995,1
10385,,L,imagenet,,toy,pinwheel,inclusion,Science,text+video,1,Science,0.486059288,1
10386,,L,imagenet,,toy,pinwheel,inclusion,Shopping,text+video,1,Shopping,0.446476318,1
10387,,N,imagenet,,toy,pinwheel,inclusion,Technology & Computing||Smartphones,text+video,1,Technology & Computing||Smartphones,0.383572085,1
10388,,H,imagenet,,person,pirate,inclusion,Travel||Cruises,text+video,1,Travel||Cruises,0.69395949,1
10389,,H,imagenet,,cooking,pitcher,inclusion,Food & Drink|Non-Alcoholic Beverages,text+video,1,Food & Drink|Non-Alcoholic Beverages,0.393598444,1
10390,,H,openimage,,347,Pizza,inclusion,Food & Drink|Barbecues and Grilling,text+video,1,Food & Drink|Barbecues and Grilling,0.593949849,1
10391,,L,imagenet,,food,pizza,inclusion,Food & Drink|Desserts and Baking,text+video,1,Food & Drink|Desserts and Baking,0.76665196,1
10392,,H,imagenet,,food,pizza,inclusion,Food & Drink|Dining Out,text+video,1,Food & Drink|Dining Out,0.7177794129999999,1
10393,,H,coco,,,Pizza,inclusion,Food & Drink,text+video,2,Food & Drink,0.7296156079999999,2
10394,,H,coco,,,Pizza,inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.752819892,2
10395,,L,coco,,,Pizza,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.772004355,2
10396,,H,openimage,,,Pizza,inclusion,Food & Drink|Cooking,text+video,2,Food & Drink|Cooking,0.7404684770000001,2
10397,,L,openimage,,,Pizza,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.7577387809999999,2
10398,,N,openimage,,,Pizza cutter,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.738340518,2
10399,,H,Places2,,,pizzeria,inclusion,Food & Drink|Barbecues and Grilling,text+video,1,Food & Drink|Barbecues and Grilling,0.466372251,1
10400,Travel,H,imagenet,,tool,plane,inclusion,Business and Finance||Aviation Industry,text+video,1,Business and Finance||Aviation Industry,0.78576358,1
10401,,L,imagenet,,tool,plane,inclusion,Business and Finance||Hospitality Industry,text+video,1,Business and Finance||Hospitality Industry,0.59777191,1
10402,,L,imagenet,,building,planetarium,inclusion,Events and Attractions|Cinemas and Events,text+video,1,Events and Attractions|Cinemas and Events,0.4792,1
10403,,H,imagenet,,building,planetarium,inclusion,Events and Attractions|Museums & Galleries,text+video,1,Events and Attractions|Museums & Galleries,0.43070723899999996,1
10404,,L,imagenet,,building,planetarium,inclusion,Events and Attractions|Theater Venues and Events,text+video,1,Events and Attractions|Theater Venues and Events,0.563119746,1
10405,,L,imagenet,,building,planetarium,inclusion,Travel||Europe Travel,text+video,1,Travel||Europe Travel,0.47373150399999997,1
10406,,L,imagenet,,building,planetarium,inclusion,Travel||Hotels and Motels,text+video,1,Travel||Hotels and Motels,0.425800513,1
10407,,N,imagenet,,building,planetarium,inclusion,Sports,text+video,1,Sports,0.403134703,1
10408,,H,openimage,,334,Plant,inclusion,Home & Garden|Gardening,text+video,1,Home & Garden|Gardening,0.6925484140000001,1
10409,,H,openimage,,334,Plant,inclusion,Home & Garden|Landscaping,text+video,1,Home & Garden|Landscaping,0.7654050509999999,1
10410,,H,action,,,planting trees,inclusion,Home & Garden|Gardening,text+video,2,Home & Garden|Gardening,0.7533138340000001,2
10411,,H,action,,,planting trees,inclusion,Home & Garden|Landscaping,text+video,2,Home & Garden|Landscaping,0.780725054,2
10412,,H,action,,,planting trees,inclusion,Real Estate|Land and Farms,text+video,2,Real Estate|Land and Farms,0.754631403,2
10413,,L,openimage,,328,Plastic bag,inclusion,Style & Fashion|||Women's Handbags and Wallets,text+video,2,Style & Fashion|||Women's Handbags and Wallets,0.727082582,"1,2"
10414,,H,imagenet,,container,plastic bag,inclusion,Travel||Camping,text+video,1,Travel||Camping,0.639618981,1
